eshram_id,worker_name,week_start,week_end,platform,job_type,age,education,experience_months,zone,satisfaction,weekly_income_inr,avg_daily_income_inr,worked_this_week,income_bracket,platform_volatility_index
4899-3975-5662,Lokesh Bose,08-01-2024,14-01-2024,Porter,Full-time,44,Secondary,54,Rural,Yes,4430,738,1,D,0.38
4479-1551-3816,Pushpa Gowda,08-01-2024,14-01-2024,Porter,Full-time,42,Secondary,15,Semi-urban,Yes,3381,564,1,B,0.38
5624-4228-8500,Rajesh Poojary,08-01-2024,14-01-2024,Porter,Full-time,26,Secondary,56,Urban,Sometimes,3502,584,1,C,0.38
3161-2751-4469,Sumit Iyer,08-01-2024,14-01-2024,Porter,Full-time,23,Primary,15,Urban,Always,3378,563,1,B,0.38
8988-9671-4407,Satish Joshi,08-01-2024,14-01-2024,Porter,Full-time,28,Secondary,2,Semi-urban,No,3624,604,1,C,0.38
9404-3993-1691,Tarun Bose,08-01-2024,14-01-2024,Porter,Full-time,48,Primary,31,Semi-urban,No,3490,582,1,C,0.38
4080-1727-1034,Santosh Modi,08-01-2024,14-01-2024,Porter,Full-time,48,Secondary,24,Semi-urban,No,3618,603,1,C,0.38
9977-6212-4855,Prakash Gupta,08-01-2024,14-01-2024,Porter,Full-time,34,Primary,23,Rural,No,4326,721,1,D,0.38
7775-7053-9446,Mahesh Kamat,08-01-2024,14-01-2024,Porter,Full-time,37,Secondary,13,Urban,No,3386,564,1,B,0.38
4691-4127-5162,Manju Gupta,08-01-2024,14-01-2024,Porter,Full-time,29,Primary,8,Urban,Yes,3472,579,1,C,0.38
2956-8564-4689,Divya Bose,08-01-2024,14-01-2024,Porter,Full-time,40,Secondary,9,Urban,Yes,4913,819,1,D,0.38
5980-1632-8862,Vimala Pandey,08-01-2024,14-01-2024,Porter,Part-time,20,Secondary,39,Urban,Sometimes,2130,355,1,A,0.38
7333-9835-7270,Bharat Das,08-01-2024,14-01-2024,Porter,Full-time,41,Primary,40,Rural,Yes,3585,598,1,C,0.38
7750-1012-3323,Kavita Malik,08-01-2024,14-01-2024,Porter,Full-time,35,Secondary,40,Urban,No,4355,726,1,D,0.38
9875-4589-5207,Ritesh Dave,08-01-2024,14-01-2024,Porter,Full-time,48,Secondary,8,Rural,No,3148,525,1,B,0.38
3621-5963-5898,Lalit Shenoy,08-01-2024,14-01-2024,Porter,Full-time,30,Secondary,15,Urban,Always,3597,600,1,C,0.38
7832-6167-2215,Rekha Gupta,08-01-2024,14-01-2024,Porter,Full-time,38,Secondary,18,Semi-urban,No,3136,523,1,B,0.38
7730-2202-5691,Praveen Chauhan,08-01-2024,14-01-2024,Porter,Part-time,22,Secondary,9,Urban,Sometimes,1411,235,1,A,0.38
5022-3638-9422,Naresh Yadav,08-01-2024,14-01-2024,Porter,Part-time,42,Primary,1,Rural,Sometimes,1802,300,1,A,0.38
2118-7729-3810,Rakesh Bhatt,08-01-2024,14-01-2024,Porter,Full-time,45,Primary,8,Semi-urban,Yes,3459,576,1,C,0.38
6505-9684-9306,Meena Sharma,08-01-2024,14-01-2024,Porter,Full-time,38,Secondary,5,Urban,Sometimes,3505,584,1,C,0.38
8344-6419-3058,Bharat Dey,08-01-2024,14-01-2024,Porter,Full-time,22,Secondary,28,Urban,Yes,3962,660,1,C,0.38
8755-1169-5596,Nikhil Qureshi,08-01-2024,14-01-2024,Porter,Full-time,39,Secondary,4,Rural,Always,4151,692,1,D,0.38
7056-7523-1176,Sumit Dave,08-01-2024,14-01-2024,Porter,Full-time,31,Secondary,42,Semi-urban,Yes,4112,685,1,D,0.38
8132-7925-5463,Ritesh Yadav,08-01-2024,14-01-2024,Porter,Full-time,38,Primary,27,Urban,Always,4393,732,1,D,0.38
5822-9364-5125,Aarav Dey,08-01-2024,14-01-2024,Porter,Full-time,23,Secondary,41,Urban,Sometimes,4205,701,1,D,0.38
9265-8584-6075,Seema Parekh,08-01-2024,14-01-2024,Porter,Full-time,41,Primary,48,Semi-urban,Yes,4751,792,1,D,0.38
2607-1089-4413,Sarita Chatterjee,08-01-2024,14-01-2024,Shadowfax,Full-time,41,Secondary,57,Rural,Always,2987,498,1,B,0.33
2878-3901-7066,Anita Das,08-01-2024,14-01-2024,Shadowfax,Full-time,30,Primary,51,Semi-urban,Yes,3641,607,1,C,0.33
9630-7258-4744,Ramesh Bhatt,08-01-2024,14-01-2024,Shadowfax,Part-time,34,Primary,53,Urban,Yes,1696,283,1,A,0.33
9580-8699-5763,Suresh Gowda,08-01-2024,14-01-2024,Shadowfax,Part-time,38,Secondary,30,Semi-urban,Yes,1268,211,1,A,0.33
4058-6841-8721,Harish Trivedi,08-01-2024,14-01-2024,Shadowfax,Full-time,37,Secondary,30,Semi-urban,Sometimes,4771,795,1,D,0.33
3629-6720-4784,Shyam Ansari,08-01-2024,14-01-2024,Shadowfax,Full-time,40,Secondary,38,Rural,No,3026,504,1,B,0.33
7768-5261-1697,Pradeep Qureshi,08-01-2024,14-01-2024,Shadowfax,Full-time,28,Primary,21,Urban,Sometimes,3917,653,1,C,0.33
8788-5209-4660,Laxmi Siddiqui,08-01-2024,14-01-2024,Shadowfax,Part-time,41,Primary,19,Urban,Sometimes,1530,255,1,A,0.33
9736-4560-2907,Naresh Sen,08-01-2024,14-01-2024,Shadowfax,Part-time,22,Secondary,1,Urban,Always,1968,328,1,A,0.33
1968-3875-9262,Ritu Verma,08-01-2024,14-01-2024,Shadowfax,Full-time,20,Secondary,17,Rural,Always,4097,683,1,D,0.33
3102-8397-8216,Pooja Shaikh,08-01-2024,14-01-2024,Shadowfax,Full-time,44,Secondary,28,Semi-urban,Rarely,3893,649,1,C,0.33
1380-6424-7833,Dinesh Bhat,08-01-2024,14-01-2024,Shadowfax,Part-time,37,Primary,42,Urban,No,1654,276,1,A,0.33
8337-3768-6140,Priya Das,08-01-2024,14-01-2024,Shadowfax,Part-time,33,Secondary,38,Urban,Rarely,1809,302,1,A,0.33
8269-1104-6188,Sunita Agarwal,08-01-2024,14-01-2024,Shadowfax,Full-time,32,Secondary,15,Semi-urban,Always,3899,650,1,C,0.33
8020-2921-2114,Lalita Das,08-01-2024,14-01-2024,Shadowfax,Full-time,38,Primary,44,Rural,No,3147,524,1,B,0.33
9350-8578-1054,Anil Qureshi,08-01-2024,14-01-2024,Shadowfax,Full-time,37,Primary,6,Urban,Yes,3968,661,1,C,0.33
4228-8521-1010,Praveen Kamat,08-01-2024,14-01-2024,Shadowfax,Full-time,19,Secondary,3,Urban,Yes,3443,574,1,C,0.33
5992-2170-3781,Umesh Jain,08-01-2024,14-01-2024,Shadowfax,Full-time,43,Primary,2,Urban,No,2853,476,1,B,0.33
9314-1649-6154,Sunita Sen,08-01-2024,14-01-2024,Shadowfax,Full-time,21,Secondary,11,Semi-urban,No,3507,584,1,C,0.33
3896-9225-1083,Suman Bhat,08-01-2024,14-01-2024,Shadowfax,Full-time,30,Secondary,44,Rural,Yes,4505,751,1,D,0.33
4447-8609-7975,Arun Reddy,08-01-2024,14-01-2024,Shadowfax,Full-time,22,Primary,38,Urban,Yes,4462,744,1,D,0.33
3867-4050-2614,Sunil Reddy,08-01-2024,14-01-2024,Shadowfax,Full-time,32,Secondary,38,Urban,Sometimes,3780,630,1,C,0.33
5298-6973-6743,Aarav Naidu,08-01-2024,14-01-2024,Shadowfax,Full-time,40,Secondary,10,Urban,No,2949,492,1,B,0.33
9727-8688-7973,Kapil Jain,08-01-2024,14-01-2024,Shadowfax,Full-time,24,Secondary,21,Semi-urban,Always,3250,542,1,B,0.33
4953-7882-7764,Sunita Ahmed,08-01-2024,14-01-2024,Shadowfax,Full-time,44,Primary,1,Urban,Always,2855,476,1,B,0.33
7421-2430-3385,Vishal Agarwal,08-01-2024,14-01-2024,Shadowfax,Full-time,23,Secondary,8,Semi-urban,Sometimes,3840,640,1,C,0.33
7267-5650-7034,Sarita Paul,08-01-2024,14-01-2024,Shadowfax,Part-time,46,Primary,6,Urban,Yes,610,102,1,A,0.33
8226-3217-7206,Santosh Sen,08-01-2024,14-01-2024,Shadowfax,Full-time,47,Primary,22,Urban,Always,3577,596,1,C,0.33
6542-5439-2604,Naveen Gupta,08-01-2024,14-01-2024,Shadowfax,Full-time,36,Primary,51,Urban,Yes,3747,624,1,C,0.33
3292-5967-3586,Arun Mukherjee,08-01-2024,14-01-2024,Shadowfax,Full-time,41,Primary,31,Urban,Yes,3336,556,1,B,0.33
2892-7057-9673,Radha Kumar,08-01-2024,14-01-2024,Shadowfax,Full-time,21,Secondary,52,Semi-urban,No,3740,623,1,C,0.33
9567-9290-6285,Mukesh Naidu,08-01-2024,14-01-2024,Shadowfax,Full-time,23,Primary,28,Semi-urban,Sometimes,4060,677,1,D,0.33
6092-5153-1696,Mukesh Mehta,08-01-2024,14-01-2024,Shadowfax,Full-time,31,Secondary,30,Urban,Rarely,3614,602,1,C,0.33
1422-6542-6146,Mahesh Trivedi,08-01-2024,14-01-2024,Shadowfax,Full-time,48,Secondary,23,Urban,Yes,3600,600,1,C,0.33
5900-8868-7961,Kamla Menon,08-01-2024,14-01-2024,Shadowfax,Part-time,46,Primary,5,Urban,Always,1141,190,1,A,0.33
2895-2004-3220,Praveen Roy,08-01-2024,14-01-2024,Shadowfax,Full-time,41,Secondary,3,Urban,No,3313,552,1,B,0.33
8768-2792-9432,Nisha Shetty,08-01-2024,14-01-2024,Shadowfax,Full-time,34,Primary,47,Urban,Always,4110,685,1,D,0.33
2754-5801-8725,Radha Chatterjee,08-01-2024,14-01-2024,Shadowfax,Full-time,26,Primary,36,Semi-urban,Sometimes,3506,584,1,C,0.33
5950-7600-8162,Vinod Yadav,08-01-2024,14-01-2024,Shadowfax,Full-time,37,Primary,41,Urban,No,3744,624,1,C,0.33
4472-3746-2545,Nilesh Mehta,08-01-2024,14-01-2024,Shadowfax,Full-time,33,Primary,36,Rural,Yes,3642,607,1,C,0.33
2640-1363-8065,Vinod Singh,15-01-2024,21-01-2024,Amazon,Full-time,32,Secondary,47,Urban,Sometimes,3806,634,1,C,0.27
6217-9921-2907,Santosh Verma,15-01-2024,21-01-2024,Amazon,Full-time,22,Secondary,17,Urban,Rarely,2575,429,1,B,0.27
7349-3472-7936,Rahul Sharma,15-01-2024,21-01-2024,Amazon,Full-time,38,Secondary,46,Urban,Always,4041,674,1,D,0.27
4112-3965-6397,Arun Patel,15-01-2024,21-01-2024,Amazon,Full-time,40,Secondary,37,Semi-urban,Yes,5122,854,1,D,0.27
2396-3088-2429,Nikhil Banerjee,15-01-2024,21-01-2024,Amazon,Full-time,28,Primary,54,Semi-urban,Yes,5073,846,1,D,0.27
4963-7821-7884,Bharat Bhat,15-01-2024,21-01-2024,Amazon,Full-time,25,Primary,57,Urban,No,3720,620,1,C,0.27
4232-5218-7253,Shanti Trivedi,15-01-2024,21-01-2024,Amazon,Full-time,24,Primary,46,Urban,No,4425,738,1,D,0.27
2746-6763-3672,Sarita Dey,15-01-2024,21-01-2024,Amazon,Full-time,28,Primary,51,Urban,Yes,4419,736,1,D,0.27
1230-1892-1086,Arun Sen,15-01-2024,21-01-2024,Amazon,Full-time,29,Secondary,56,Urban,No,5447,908,1,D,0.27
4387-6738-2811,Seema Sen,15-01-2024,21-01-2024,Amazon,Full-time,29,Primary,4,Rural,Yes,4288,715,1,D,0.27
9265-4321-1594,Girish Rao,15-01-2024,21-01-2024,Amazon,Full-time,38,Secondary,53,Urban,No,5014,836,1,D,0.27
3496-4426-1355,Rakesh Shaikh,15-01-2024,21-01-2024,Amazon,Full-time,45,Primary,5,Urban,Sometimes,4936,823,1,D,0.27
9969-4113-2677,Bharat Naik,15-01-2024,21-01-2024,Amazon,Part-time,39,Primary,49,Urban,Always,2203,367,1,A,0.27
8660-5353-2598,Ajay Kumar,15-01-2024,21-01-2024,Amazon,Full-time,41,Secondary,24,Urban,Sometimes,4087,681,1,D,0.27
3391-4834-2854,Sunil Kumar,15-01-2024,21-01-2024,Amazon,Part-time,39,Primary,45,Urban,Rarely,1273,212,1,A,0.27
6918-6429-4550,Kiran Verma,15-01-2024,21-01-2024,Amazon,Full-time,21,Primary,42,Urban,Yes,5820,970,1,D,0.27
5779-5313-9445,Kavita Nair,15-01-2024,21-01-2024,Amazon,Full-time,36,Secondary,6,Urban,Rarely,3261,544,1,B,0.27
6010-8812-6995,Nisha Malik,15-01-2024,21-01-2024,Amazon,Full-time,28,Primary,4,Urban,Sometimes,5781,964,1,D,0.27
1628-1185-5009,Mahesh Shenoy,15-01-2024,21-01-2024,Amazon,Full-time,22,Secondary,31,Semi-urban,Yes,3636,606,1,C,0.27
1621-9807-5954,Rohit Shetty,15-01-2024,21-01-2024,Amazon,Full-time,22,Secondary,29,Urban,Sometimes,3793,632,1,C,0.27
7558-2428-2814,Suman Reddy,15-01-2024,21-01-2024,Amazon,Part-time,34,Secondary,53,Semi-urban,Sometimes,1614,269,1,A,0.27
1688-6901-4145,Vinod Shaikh,15-01-2024,21-01-2024,Amazon,Full-time,43,Secondary,29,Urban,Sometimes,4332,722,1,D,0.27
4414-1094-1798,Bharat Shaikh,15-01-2024,21-01-2024,Amazon,Part-time,36,Primary,24,Semi-urban,Rarely,1761,294,1,A,0.27
2987-8989-5637,Asha Ahmed,15-01-2024,21-01-2024,Amazon,Full-time,37,Primary,37,Semi-urban,Always,4923,820,1,D,0.27
9046-6192-5651,Nikhil Hegde,15-01-2024,21-01-2024,Amazon,Full-time,23,Primary,50,Urban,Sometimes,3979,663,1,C,0.27
5860-2403-4817,Lalit Tiwari,15-01-2024,21-01-2024,Amazon,Part-time,37,Primary,30,Semi-urban,No,2287,381,1,A,0.27
7800-1547-6954,Ajay Mishra,15-01-2024,21-01-2024,Amazon,Part-time,41,Secondary,2,Urban,Always,2076,346,1,A,0.27
2738-7941-6804,Lalita Sharma,15-01-2024,21-01-2024,Amazon,Full-time,19,Primary,38,Rural,Always,3753,626,1,C,0.27
3256-5540-4851,Shanti Yadav,15-01-2024,21-01-2024,Amazon,Full-time,25,Secondary,12,Urban,Always,4772,795,1,D,0.27
7140-7812-4750,Ganesh Jain,15-01-2024,21-01-2024,Amazon,Full-time,19,Primary,45,Semi-urban,Sometimes,5025,838,1,D,0.27
5573-3048-3614,Neha Trivedi,15-01-2024,21-01-2024,Amazon,Full-time,41,Secondary,6,Rural,Yes,3747,624,1,C,0.27
2206-8886-3158,Bharat Hegde,15-01-2024,21-01-2024,Amazon,Part-time,20,Primary,51,Semi-urban,Sometimes,2173,362,1,A,0.27
4979-6633-5580,Amit Singh,15-01-2024,21-01-2024,Amazon,Part-time,19,Secondary,5,Urban,Sometimes,570,95,1,A,0.27
6224-4837-3146,Varun Bhatt,15-01-2024,21-01-2024,Amazon,Full-time,33,Secondary,6,Urban,Always,4585,764,1,D,0.27
9548-4920-3613,Sita Hegde,15-01-2024,21-01-2024,Amazon,Full-time,22,Primary,23,Rural,No,4157,693,1,D,0.27
5511-3905-9262,Pushpa Rao,15-01-2024,21-01-2024,Amazon,Full-time,21,Secondary,20,Semi-urban,Yes,4845,808,1,D,0.27
4394-6808-6099,Vimala Shah,15-01-2024,21-01-2024,Amazon,Full-time,40,Secondary,21,Semi-urban,Yes,4765,794,1,D,0.27
4831-4995-7037,Sita Parekh,15-01-2024,21-01-2024,Amazon,Full-time,31,Primary,16,Rural,Always,4559,760,1,D,0.27
1269-6334-3728,Ravi Singh,15-01-2024,21-01-2024,Amazon,Part-time,30,Primary,33,Urban,Always,2247,374,1,A,0.27
3337-7610-1012,Anita Jain,15-01-2024,21-01-2024,Amazon,Full-time,44,Secondary,37,Semi-urban,Sometimes,5895,982,1,D,0.27
4940-1805-6603,Sarita Ali,15-01-2024,21-01-2024,Amazon,Full-time,19,Secondary,54,Semi-urban,Sometimes,2874,479,1,B,0.27
8560-9896-2115,Sumit Kumar,15-01-2024,21-01-2024,Amazon,Full-time,46,Secondary,43,Semi-urban,No,4120,687,1,D,0.27
5451-5314-8283,Kamla Gowda,15-01-2024,21-01-2024,Amazon,Full-time,35,Secondary,42,Urban,Yes,4396,733,1,D,0.27
1380-5070-5438,Ritesh Patel,15-01-2024,21-01-2024,Amazon,Full-time,41,Secondary,9,Urban,Yes,3808,635,1,C,0.27
4609-9133-4819,Amit Mishra,15-01-2024,21-01-2024,Amazon,Part-time,24,Secondary,16,Urban,Sometimes,1540,257,1,A,0.27
3459-1579-8738,Tarun Naidu,15-01-2024,21-01-2024,Amazon,Full-time,33,Secondary,43,Rural,Sometimes,4715,786,1,D,0.27
7329-6865-6886,Harish Kumar,15-01-2024,21-01-2024,Amazon,Part-time,25,Secondary,36,Urban,Yes,2622,437,1,B,0.27
6936-2496-9328,Sunil Bhat,15-01-2024,21-01-2024,Amazon,Part-time,32,Secondary,21,Rural,No,1039,173,1,A,0.27
6595-2186-8035,Ramesh Paul,15-01-2024,21-01-2024,Amazon,Full-time,27,Primary,32,Semi-urban,Always,4274,712,1,D,0.27
1364-5726-7613,Dinesh Shah,15-01-2024,21-01-2024,Amazon,Full-time,47,Secondary,47,Urban,Always,5167,861,1,D,0.27
4231-2372-4282,Varun Shah,15-01-2024,21-01-2024,Amazon,Part-time,39,Secondary,25,Urban,Sometimes,1551,258,1,A,0.27
1639-9454-1738,Padma Bose,15-01-2024,21-01-2024,Amazon,Full-time,48,Primary,5,Urban,No,3842,640,1,C,0.27
1365-1216-3667,Ravi Gupta,15-01-2024,21-01-2024,Amazon,Full-time,33,Secondary,52,Urban,Yes,5337,890,1,D,0.27
9585-7551-1282,Sita Chauhan,15-01-2024,21-01-2024,Amazon,Full-time,45,Secondary,34,Urban,Yes,2552,425,1,A,0.27
2440-9742-5006,Lalit Hegde,15-01-2024,21-01-2024,Amazon,Full-time,40,Primary,16,Rural,Yes,4215,702,1,D,0.27
8119-5398-8401,Deepak Amin,15-01-2024,21-01-2024,Amazon,Full-time,33,Primary,30,Urban,No,3392,565,1,B,0.27
9536-5487-9929,Ramesh Jain,15-01-2024,21-01-2024,Amazon,Full-time,32,Secondary,56,Urban,Yes,4309,718,1,D,0.27
9275-1761-4737,Lalita Bose,15-01-2024,21-01-2024,Amazon,Full-time,38,Primary,28,Semi-urban,Always,3582,597,1,C,0.27
3473-5694-9734,Sanjay Hegde,15-01-2024,21-01-2024,Amazon,Full-time,46,Secondary,25,Rural,No,3670,612,1,C,0.27
8538-5651-3019,Usha Qureshi,15-01-2024,21-01-2024,Amazon,Full-time,29,Primary,52,Urban,No,4256,709,1,D,0.27
5851-9238-5792,Deepak Iyer,15-01-2024,21-01-2024,Amazon,Full-time,25,Secondary,35,Urban,Yes,4301,717,1,D,0.27
1995-4204-5323,Yogesh Rajput,15-01-2024,21-01-2024,Amazon,Full-time,46,Primary,49,Semi-urban,No,4249,708,1,D,0.27
9066-5812-5044,Neha Malik,15-01-2024,21-01-2024,Amazon,Full-time,44,Secondary,29,Semi-urban,Always,3220,537,1,B,0.27
8466-1900-4700,Kavita Shenoy,15-01-2024,21-01-2024,Amazon,Full-time,24,Primary,1,Semi-urban,No,4402,734,1,D,0.27
2676-1661-7233,Kamla Ansari,15-01-2024,21-01-2024,Amazon,Full-time,42,Primary,60,Semi-urban,Yes,4572,762,1,D,0.27
9729-5078-9709,Shanti Pandey,15-01-2024,21-01-2024,Amazon,Full-time,22,Secondary,28,Urban,Sometimes,4548,758,1,D,0.27
9735-7101-8282,Deepak Naik,15-01-2024,21-01-2024,Amazon,Full-time,36,Primary,55,Semi-urban,Sometimes,5387,898,1,D,0.27
3378-9204-6948,Arun Das,15-01-2024,21-01-2024,Amazon,Full-time,47,Primary,41,Urban,Sometimes,4394,732,1,D,0.27
5550-7560-6627,Ritu Ahmed,15-01-2024,21-01-2024,Amazon,Full-time,37,Primary,59,Semi-urban,Sometimes,4856,809,1,D,0.27
4864-3874-7119,Divya Chatterjee,15-01-2024,21-01-2024,Amazon,Full-time,38,Primary,32,Rural,Always,3716,619,1,C,0.27
8031-8567-1256,Sanjay Ghosh,15-01-2024,21-01-2024,Ekart,Part-time,45,Secondary,60,Semi-urban,No,1456,243,1,A,0.31
7934-9201-3568,Satish Modi,15-01-2024,21-01-2024,Ekart,Full-time,33,Secondary,22,Semi-urban,Yes,3899,650,1,C,0.31
9840-7391-1437,Yogesh Kumar,15-01-2024,21-01-2024,Ekart,Full-time,26,Secondary,32,Semi-urban,No,3560,593,1,C,0.31
7001-5659-2958,Amit Mehta,15-01-2024,21-01-2024,Ekart,Full-time,36,Primary,41,Semi-urban,Yes,4324,721,1,D,0.31
9007-1153-6548,Shyam Parekh,15-01-2024,21-01-2024,Ekart,Full-time,24,Secondary,44,Semi-urban,No,4034,672,1,C,0.31
9232-9765-9480,Vinod Shah,15-01-2024,21-01-2024,Ekart,Full-time,40,Secondary,31,Urban,Yes,4770,795,1,D,0.31
7075-6470-5726,Prakash Khan,15-01-2024,21-01-2024,Ekart,Full-time,26,Secondary,11,Rural,Always,4570,762,1,D,0.31
4647-4190-4886,Sachin Patel,15-01-2024,21-01-2024,Ekart,Full-time,23,Secondary,60,Urban,No,4517,753,1,D,0.31
8832-1295-6372,Geeta Rajput,15-01-2024,21-01-2024,Ekart,Part-time,41,Secondary,4,Urban,Yes,1571,262,1,A,0.31
9459-3589-3492,Naresh Naidu,15-01-2024,21-01-2024,Ekart,Part-time,26,Secondary,54,Semi-urban,No,1092,182,1,A,0.31
5123-7434-5080,Tarun Amin,15-01-2024,21-01-2024,Ekart,Full-time,44,Primary,4,Urban,Always,2802,467,1,B,0.31
9998-1196-2904,Prakash Ahmed,15-01-2024,21-01-2024,Ekart,Full-time,27,Secondary,18,Semi-urban,Sometimes,3531,588,1,C,0.31
2768-8501-8984,Praveen Banerjee,15-01-2024,21-01-2024,Ekart,Full-time,43,Secondary,2,Rural,Sometimes,3720,620,1,C,0.31
2599-6664-4192,Pradeep Shah,15-01-2024,21-01-2024,Ekart,Full-time,22,Primary,15,Semi-urban,Always,4329,722,1,D,0.31
1502-7401-9940,Ravi Patel,15-01-2024,21-01-2024,Ekart,Full-time,24,Primary,39,Semi-urban,Sometimes,4110,685,1,D,0.31
7668-7974-4742,Sita Islam,15-01-2024,21-01-2024,Ekart,Full-time,40,Secondary,5,Rural,Yes,4647,774,1,D,0.31
2648-8281-8986,Shanti Rao,15-01-2024,21-01-2024,Ekart,Full-time,25,Secondary,43,Urban,Rarely,3695,616,1,C,0.31
9157-3668-4315,Mamta Iyer,15-01-2024,21-01-2024,Ekart,Full-time,46,Secondary,33,Urban,Always,3389,565,1,B,0.31
8573-6512-1728,Padma Thakur,15-01-2024,21-01-2024,Ekart,Full-time,43,Secondary,46,Semi-urban,Yes,3624,604,1,C,0.31
6804-8724-6821,Mamta Paul,15-01-2024,21-01-2024,Ekart,Part-time,30,Secondary,23,Semi-urban,Always,1573,262,1,A,0.31
1455-5435-7016,Rajesh Hegde,15-01-2024,21-01-2024,Ekart,Full-time,39,Secondary,37,Urban,Yes,3767,628,1,C,0.31
9023-1820-1936,Rajesh Shah,15-01-2024,21-01-2024,Ekart,Full-time,30,Secondary,16,Semi-urban,No,2682,447,1,B,0.31
9112-3293-1037,Vimala Chatterjee,15-01-2024,21-01-2024,Ekart,Full-time,24,Secondary,22,Semi-urban,Yes,3781,630,1,C,0.31
3500-9794-9532,Asha Khan,15-01-2024,21-01-2024,Ekart,Full-time,38,Primary,35,Urban,Sometimes,3810,635,1,C,0.31
7911-2412-1499,Vishal Bhat,15-01-2024,21-01-2024,Ekart,Full-time,46,Primary,1,Urban,Yes,4388,731,1,D,0.31
5458-2600-8079,Aarav Ahmed,15-01-2024,21-01-2024,Ekart,Part-time,44,Secondary,14,Rural,Sometimes,2031,338,1,A,0.31
2609-2674-1106,Anil Sharma,15-01-2024,21-01-2024,Ekart,Full-time,32,Secondary,59,Semi-urban,Yes,3104,517,1,B,0.31
8312-9891-3626,Vimala Modi,15-01-2024,21-01-2024,Ekart,Full-time,22,Primary,24,Semi-urban,Sometimes,4418,736,1,D,0.31
4346-3791-1321,Rohit Siddiqui,15-01-2024,21-01-2024,Ekart,Full-time,26,Primary,37,Urban,Always,4366,728,1,D,0.31
5196-4344-8856,Asha Modi,15-01-2024,21-01-2024,Ekart,Part-time,23,Secondary,26,Urban,Sometimes,1984,331,1,A,0.31
6495-6067-6597,Naveen Ansari,15-01-2024,21-01-2024,Ekart,Full-time,37,Primary,46,Urban,Rarely,4046,674,1,D,0.31
5470-2093-5454,Usha Rajput,15-01-2024,21-01-2024,Ekart,Full-time,26,Primary,20,Urban,No,3721,620,1,C,0.31
5023-2669-6392,Tarun Modi,15-01-2024,21-01-2024,Ekart,Part-time,44,Secondary,50,Urban,No,1829,305,1,A,0.31
5636-9843-4026,Dinesh Naidu,15-01-2024,21-01-2024,Ekart,Full-time,40,Secondary,7,Urban,Sometimes,3459,576,1,C,0.31
2669-7347-6948,Nilesh Ansari,15-01-2024,21-01-2024,Ekart,Full-time,24,Primary,58,Rural,Sometimes,5050,842,1,D,0.31
2256-9496-1522,Nikhil Pillai,15-01-2024,21-01-2024,Ekart,Full-time,48,Primary,59,Urban,No,4317,720,1,D,0.31
1123-4845-3631,Vijay Modi,15-01-2024,21-01-2024,Ekart,Full-time,41,Primary,7,Semi-urban,Sometimes,4562,760,1,D,0.31
9742-4652-9363,Radha Shaikh,15-01-2024,21-01-2024,Ekart,Full-time,31,Primary,22,Rural,Yes,4416,736,1,D,0.31
6542-9149-1032,Sarita Yadav,15-01-2024,21-01-2024,Ekart,Full-time,41,Secondary,4,Rural,Yes,2500,417,1,A,0.31
3324-7953-1844,Vijay Sharma,15-01-2024,21-01-2024,Ekart,Full-time,25,Secondary,1,Urban,Yes,3664,611,1,C,0.31
6048-4906-2910,Sarita Modi,15-01-2024,21-01-2024,Ekart,Full-time,28,Secondary,58,Urban,No,2823,470,1,B,0.31
9894-9893-6612,Nilesh Shenoy,15-01-2024,21-01-2024,Ekart,Full-time,39,Secondary,34,Urban,No,3071,512,1,B,0.31
3807-7792-5341,Rohit Khan,15-01-2024,21-01-2024,Ekart,Full-time,43,Primary,50,Urban,Yes,3944,657,1,C,0.31
7699-7037-7589,Meena Gupta,15-01-2024,21-01-2024,Ekart,Full-time,22,Secondary,29,Urban,Yes,4080,680,1,D,0.31
4001-7245-3685,Savita Bhatt,15-01-2024,21-01-2024,Ekart,Part-time,34,Primary,47,Urban,Rarely,1697,283,1,A,0.31
5680-3005-5418,Sachin Das,15-01-2024,21-01-2024,Ekart,Full-time,20,Secondary,28,Rural,No,3349,558,1,B,0.31
1837-1339-6538,Mahesh Malik,15-01-2024,21-01-2024,Ekart,Full-time,39,Primary,6,Semi-urban,Always,4959,826,1,D,0.31
5558-9721-7990,Mamta Sen,15-01-2024,21-01-2024,Ekart,Full-time,21,Primary,1,Urban,Sometimes,4462,744,1,D,0.31
3760-1701-2126,Vinod Hussain,15-01-2024,21-01-2024,Ekart,Full-time,22,Primary,34,Semi-urban,Sometimes,4737,790,1,D,0.31
1512-9860-3209,Umesh Amin,15-01-2024,21-01-2024,Ekart,Full-time,20,Primary,24,Rural,Sometimes,2785,464,1,B,0.31
2927-5069-5480,Usha Siddiqui,15-01-2024,21-01-2024,Ekart,Part-time,31,Primary,40,Semi-urban,No,1477,246,1,A,0.31
3667-7876-6594,Naresh Bhat,15-01-2024,21-01-2024,Ekart,Part-time,24,Primary,35,Rural,Sometimes,2104,351,1,A,0.31
7125-2311-2980,Manoj Reddy,15-01-2024,21-01-2024,Ekart,Full-time,39,Secondary,22,Semi-urban,Rarely,2796,466,1,B,0.31
4277-5990-6396,Varun Gupta,15-01-2024,21-01-2024,Ekart,Full-time,32,Secondary,59,Semi-urban,Sometimes,3927,654,1,C,0.31
