eshram_id,week_start,income_bracket
UAN-82-4346-3791-1321,22-01-2024,D
UAN-40-5196-4344-8856,22-01-2024,A
UAN-45-6495-6067-6597,22-01-2024,D
UAN-90-5470-2093-5454,22-01-2024,C
UAN-20-5023-2669-6392,22-01-2024,A
UAN-54-5636-9843-4026,22-01-2024,D
UAN-22-2669-7347-6948,22-01-2024,D
UAN-23-2256-9496-1522,22-01-2024,C
UAN-95-1123-4845-3631,22-01-2024,D
UAN-29-9742-4652-9363,22-01-2024,D
UAN-27-6542-9149-1032,22-01-2024,C
UAN-39-3324-7953-1844,22-01-2024,C
UAN-43-6048-4906-2910,22-01-2024,C
UAN-89-9894-9893-6612,22-01-2024,D
UAN-25-3807-7792-5341,22-01-2024,C
UAN-27-7699-7037-7589,22-01-2024,B
UAN-37-4001-7245-3685,22-01-2024,A
UAN-99-5680-3005-5418,22-01-2024,D
UAN-17-1837-1339-6538,22-01-2024,D
UAN-71-5558-9721-7990,22-01-2024,C
UAN-40-3760-1701-2126,22-01-2024,D
UAN-37-1512-9860-3209,22-01-2024,C
UAN-53-2927-5069-5480,22-01-2024,A
UAN-32-3667-7876-6594,22-01-2024,A
UAN-82-7125-2311-2980,22-01-2024,D
UAN-44-4277-5990-6396,22-01-2024,B
UAN-61-6196-3764-4181,22-01-2024,B
UAN-60-6808-5031-5191,22-01-2024,A
UAN-40-2906-1935-9229,22-01-2024,D
UAN-35-5134-6438-5831,22-01-2024,C
UAN-39-2166-1879-8599,22-01-2024,C
UAN-34-5400-6850-2940,22-01-2024,B
UAN-64-5612-8502-8582,22-01-2024,D
UAN-83-1099-3113-2449,22-01-2024,B
UAN-20-5987-3835-6925,22-01-2024,B
UAN-82-7430-9674-5855,22-01-2024,D
UAN-26-4644-7327-8179,22-01-2024,D
UAN-30-1862-9944-7412,22-01-2024,D
UAN-77-1981-3769-1663,22-01-2024,C
UAN-78-6738-4064-3147,22-01-2024,D
UAN-13-2583-6357-3282,22-01-2024,A
UAN-36-7249-3187-7723,22-01-2024,A
UAN-83-3877-9342-5256,22-01-2024,A
UAN-95-8071-8576-8329,22-01-2024,B
UAN-21-2719-1252-7336,22-01-2024,B
UAN-21-8418-4502-8986,22-01-2024,C
UAN-69-6748-8511-4875,22-01-2024,B
UAN-80-5797-8603-4104,22-01-2024,C
UAN-20-1913-1753-6591,22-01-2024,A
UAN-33-6979-9831-3279,22-01-2024,A
UAN-91-8500-8289-9537,22-01-2024,D
UAN-77-2684-6961-3879,22-01-2024,A
UAN-76-1321-5336-5256,22-01-2024,A
UAN-24-7726-2862-8823,22-01-2024,B
UAN-77-5864-6629-8835,22-01-2024,B
UAN-25-5998-6165-6950,22-01-2024,D
UAN-81-9788-6499-1889,22-01-2024,B
UAN-11-2700-7445-8892,22-01-2024,B
UAN-75-5958-1314-4063,22-01-2024,C
UAN-63-9329-4417-7309,22-01-2024,C
UAN-85-9126-8412-3795,22-01-2024,B
UAN-72-6040-5876-8389,22-01-2024,C
UAN-26-4643-9689-6282,22-01-2024,C
UAN-54-1987-5547-7635,22-01-2024,B
UAN-96-6333-7245-1404,22-01-2024,B
UAN-60-8117-7929-8772,22-01-2024,D
UAN-20-7602-3934-5871,22-01-2024,B
UAN-31-7125-8727-2057,22-01-2024,A
UAN-74-5999-8346-6133,22-01-2024,A
UAN-50-6290-1666-2434,22-01-2024,B
UAN-53-5492-8199-8516,22-01-2024,D
UAN-85-2973-6073-4036,22-01-2024,C
UAN-89-4899-1022-7211,22-01-2024,D
UAN-76-8511-7298-3740,22-01-2024,B
UAN-28-6604-7654-9546,22-01-2024,A
UAN-94-8461-5366-9651,22-01-2024,D
UAN-83-3775-9974-6275,22-01-2024,B
UAN-10-4276-2010-6228,22-01-2024,C
UAN-64-2116-3067-1674,22-01-2024,D
UAN-43-8631-3121-8268,22-01-2024,C
UAN-59-6753-1346-5760,22-01-2024,A
UAN-31-5109-9416-5088,22-01-2024,B
UAN-67-2886-9417-5363,22-01-2024,C
UAN-16-5560-9189-6749,22-01-2024,B
UAN-22-5947-6172-5000,22-01-2024,C
UAN-93-6777-3439-5887,22-01-2024,D
UAN-86-7793-4934-6349,22-01-2024,D
UAN-26-2438-2387-9170,22-01-2024,A
UAN-59-7487-4851-1905,22-01-2024,D
UAN-88-9828-2159-3406,22-01-2024,C
UAN-72-4061-2308-3601,22-01-2024,B
UAN-42-4619-6601-6408,22-01-2024,A
UAN-32-8919-3727-2053,22-01-2024,A
UAN-44-9481-2654-9452,22-01-2024,B
UAN-31-1572-1323-3492,22-01-2024,A
UAN-18-1660-7607-3971,22-01-2024,B
UAN-67-5227-8577-1307,22-01-2024,C
UAN-37-6771-6236-7161,22-01-2024,C
UAN-86-4465-4777-3713,22-01-2024,A
UAN-88-5974-2046-1311,22-01-2024,B
UAN-44-9980-6047-2819,22-01-2024,C
UAN-95-4208-2014-8395,22-01-2024,A
UAN-34-6323-9581-2367,22-01-2024,D
UAN-49-1499-5584-7603,22-01-2024,A
UAN-30-8357-6432-9198,22-01-2024,C
UAN-53-9040-5914-4655,22-01-2024,B
UAN-90-5109-8274-1285,22-01-2024,B
UAN-87-9261-9046-1608,22-01-2024,D
UAN-78-4854-1032-1196,22-01-2024,A
UAN-31-6835-4327-9739,22-01-2024,C
UAN-76-3364-2196-6398,22-01-2024,A
UAN-75-7671-6836-1676,22-01-2024,A
UAN-99-8126-4230-6414,22-01-2024,C
UAN-99-4180-9572-8985,22-01-2024,B
UAN-43-5079-3646-3077,22-01-2024,B
UAN-61-2400-3376-3339,22-01-2024,B
UAN-75-9920-4026-7185,22-01-2024,B
UAN-86-3686-5049-4800,22-01-2024,A
UAN-60-3934-5542-7702,22-01-2024,B
UAN-44-6135-4805-5605,22-01-2024,B
UAN-91-4448-5403-1398,22-01-2024,D
UAN-73-4708-8668-8628,22-01-2024,A
UAN-38-2335-9611-1121,22-01-2024,B
UAN-57-8070-7613-1909,22-01-2024,A
UAN-44-1595-1805-3262,22-01-2024,B
UAN-14-1015-6502-4755,22-01-2024,C
UAN-36-6417-3646-4360,22-01-2024,A
UAN-85-4302-3011-7837,22-01-2024,A
UAN-62-2024-2715-9869,22-01-2024,A
UAN-30-2042-5833-8155,22-01-2024,D
UAN-76-4113-3235-5227,22-01-2024,C
UAN-49-5386-8233-5206,22-01-2024,A
UAN-88-6469-9036-6851,22-01-2024,A
UAN-55-4332-3345-5245,22-01-2024,D
UAN-59-9828-6083-7369,22-01-2024,B
UAN-19-2315-5565-2950,22-01-2024,B
UAN-19-6432-7615-2711,22-01-2024,A
UAN-22-5261-6367-8576,22-01-2024,B
UAN-19-9114-9868-9592,22-01-2024,A
UAN-29-7614-1219-4858,22-01-2024,C
UAN-10-6718-8442-3547,22-01-2024,C
UAN-84-9271-8904-1121,22-01-2024,C
UAN-91-9774-7544-4734,22-01-2024,B
UAN-62-3757-5533-8291,22-01-2024,A
UAN-40-3700-8975-8328,22-01-2024,B
UAN-75-6658-1837-7096,22-01-2024,B
UAN-69-6600-9402-1991,22-01-2024,A
UAN-75-5175-3095-2616,22-01-2024,B
UAN-47-4226-2988-5451,22-01-2024,B
UAN-82-8962-1833-2315,22-01-2024,B
UAN-39-6581-1385-9779,22-01-2024,A
UAN-86-1316-3182-3102,22-01-2024,B
UAN-63-5279-6760-1948,22-01-2024,A
UAN-15-6684-1843-4043,22-01-2024,B
UAN-91-6818-7429-8016,22-01-2024,C
UAN-92-8079-7829-1460,22-01-2024,A
UAN-93-7256-8339-9462,22-01-2024,C
UAN-15-6041-2781-6418,22-01-2024,A
UAN-16-4482-2603-7750,22-01-2024,C
UAN-16-6414-6037-8077,22-01-2024,C
UAN-73-2483-4676-5279,22-01-2024,C
UAN-16-7804-3515-9206,22-01-2024,A
UAN-88-9797-8716-1961,22-01-2024,B
UAN-14-4462-9028-3672,22-01-2024,A
UAN-28-1735-4310-3302,22-01-2024,B
UAN-39-2551-6100-2942,22-01-2024,B
UAN-55-1348-9324-9910,22-01-2024,C
UAN-97-6465-3300-6600,22-01-2024,B
UAN-55-9457-8502-3009,22-01-2024,C
UAN-87-2033-2074-2058,22-01-2024,C
UAN-18-3746-6095-1214,22-01-2024,A
UAN-13-9455-6586-6436,22-01-2024,B
UAN-47-7351-8165-6845,22-01-2024,B
UAN-80-5009-4335-5100,22-01-2024,C
UAN-75-6915-8928-2630,22-01-2024,A
UAN-85-7406-5446-8105,22-01-2024,B
UAN-16-4209-5506-9159,22-01-2024,B
UAN-13-2239-6681-5708,22-01-2024,A
UAN-41-3326-6509-5579,22-01-2024,B
UAN-15-2521-5112-5365,22-01-2024,D
UAN-10-2033-2118-9585,22-01-2024,B
UAN-44-8014-3404-1919,22-01-2024,B
UAN-83-9202-6749-6844,22-01-2024,C
UAN-46-5014-9165-3640,22-01-2024,B
UAN-41-7753-1486-7826,22-01-2024,A
UAN-28-6180-9079-6426,22-01-2024,B
UAN-12-8521-8512-7159,22-01-2024,A
UAN-60-8327-5663-4874,22-01-2024,C
UAN-85-7377-8689-9316,22-01-2024,A
UAN-37-2268-5463-1782,22-01-2024,A
UAN-79-4070-6532-2454,22-01-2024,B
UAN-24-5271-2109-5451,22-01-2024,B
UAN-19-5297-6353-5050,22-01-2024,D
UAN-45-9001-7801-8730,22-01-2024,C
UAN-87-4634-5063-8818,22-01-2024,C
UAN-75-4139-7446-7687,22-01-2024,A
UAN-34-5373-2619-9934,22-01-2024,B
UAN-20-1555-3163-5853,22-01-2024,A
UAN-78-3047-2262-3071,22-01-2024,C
UAN-29-6417-1894-3945,22-01-2024,B
UAN-29-4822-8935-8605,22-01-2024,A
UAN-47-6834-7745-4886,22-01-2024,A
UAN-31-6826-1871-7520,22-01-2024,A
UAN-54-8757-2544-7734,22-01-2024,C
UAN-70-3340-7756-3915,22-01-2024,B
UAN-14-6573-4718-6955,22-01-2024,D
UAN-71-5370-6487-7772,22-01-2024,B
UAN-11-4118-4049-5677,22-01-2024,D
UAN-92-9959-7368-3780,22-01-2024,C
UAN-94-2240-3139-8297,22-01-2024,A
UAN-45-3942-2789-4617,22-01-2024,A
UAN-59-4927-4748-6169,22-01-2024,B
UAN-40-1862-8218-4480,22-01-2024,B
UAN-79-2111-8430-2288,22-01-2024,B
UAN-98-6218-5384-6149,22-01-2024,C
UAN-27-7264-5239-1887,22-01-2024,C
UAN-74-4696-7598-4562,22-01-2024,B
UAN-34-1322-5323-2045,22-01-2024,B
UAN-24-7831-2315-7694,22-01-2024,D
UAN-81-1915-5277-5334,22-01-2024,D
UAN-47-2466-6952-4429,22-01-2024,A
UAN-62-2890-3106-6044,22-01-2024,A
UAN-38-8862-1595-2899,22-01-2024,D
UAN-99-1613-9232-2974,22-01-2024,A
UAN-56-3567-7571-4188,22-01-2024,A
UAN-44-3401-3729-9774,22-01-2024,C
UAN-99-6500-9493-8365,22-01-2024,A
UAN-16-4872-7040-4666,22-01-2024,C
UAN-82-1484-7249-6499,22-01-2024,B
UAN-11-8685-9699-4233,22-01-2024,A
UAN-10-6547-5811-5618,22-01-2024,B
UAN-13-3061-3355-7797,22-01-2024,B
UAN-29-6326-9135-8321,22-01-2024,C
UAN-40-2070-9865-1623,22-01-2024,A
UAN-17-4988-8107-5587,22-01-2024,A
UAN-58-1146-2904-8391,22-01-2024,A
UAN-15-1617-6704-7185,22-01-2024,C
UAN-22-9252-3759-3336,22-01-2024,D
UAN-82-1799-2093-4593,22-01-2024,B
UAN-52-2229-3941-9805,22-01-2024,D
UAN-74-4575-5534-8473,22-01-2024,C
UAN-47-2382-5049-6367,22-01-2024,B
UAN-13-4300-7108-8649,22-01-2024,B
UAN-34-5061-5940-3963,22-01-2024,A
UAN-15-5942-9523-2599,22-01-2024,D
UAN-34-4899-3975-5662,22-01-2024,B
UAN-22-4479-1551-3816,22-01-2024,D
UAN-43-5624-4228-8500,22-01-2024,C
UAN-70-3161-2751-4469,22-01-2024,A
UAN-15-8988-9671-4407,22-01-2024,C
UAN-97-9404-3993-1691,22-01-2024,B
UAN-59-4080-1727-1034,22-01-2024,D
UAN-74-9977-6212-4855,22-01-2024,D
UAN-25-7775-7053-9446,22-01-2024,C
UAN-58-4691-4127-5162,22-01-2024,B
UAN-43-2956-8564-4689,22-01-2024,D
UAN-52-5980-1632-8862,22-01-2024,A
UAN-41-7333-9835-7270,22-01-2024,A
UAN-51-7750-1012-3323,22-01-2024,C
UAN-20-9875-4589-5207,22-01-2024,A
UAN-16-3621-5963-5898,22-01-2024,B
UAN-17-7832-6167-2215,22-01-2024,C
UAN-14-7730-2202-5691,22-01-2024,A
UAN-29-5022-3638-9422,22-01-2024,A
UAN-61-2118-7729-3810,22-01-2024,C
UAN-48-6505-9684-9306,22-01-2024,B
UAN-88-8344-6419-3058,22-01-2024,B
UAN-69-8755-1169-5596,22-01-2024,C
UAN-32-7056-7523-1176,22-01-2024,B
UAN-67-8132-7925-5463,22-01-2024,D
UAN-51-5822-9364-5125,22-01-2024,D
UAN-86-9265-8584-6075,22-01-2024,B
UAN-46-2607-1089-4413,22-01-2024,D
UAN-69-2878-3901-7066,22-01-2024,C
UAN-79-9630-7258-4744,22-01-2024,A
UAN-45-9580-8699-5763,22-01-2024,A
UAN-79-4058-6841-8721,22-01-2024,D
UAN-95-3629-6720-4784,22-01-2024,C
UAN-16-7768-5261-1697,22-01-2024,B
UAN-19-8788-5209-4660,22-01-2024,A
UAN-38-9736-4560-2907,22-01-2024,A
UAN-88-1968-3875-9262,22-01-2024,B
UAN-43-3102-8397-8216,22-01-2024,C
UAN-46-1380-6424-7833,22-01-2024,A
UAN-37-8337-3768-6140,22-01-2024,A
UAN-18-8269-1104-6188,22-01-2024,C
UAN-10-8020-2921-2114,22-01-2024,C
UAN-85-9350-8578-1054,22-01-2024,C
UAN-23-4228-8521-1010,22-01-2024,C
UAN-34-5992-2170-3781,22-01-2024,B
UAN-80-9314-1649-6154,22-01-2024,C
UAN-94-3896-9225-1083,22-01-2024,D
UAN-64-4447-8609-7975,22-01-2024,C
UAN-80-3867-4050-2614,22-01-2024,B
UAN-32-5298-6973-6743,22-01-2024,D
UAN-88-9727-8688-7973,22-01-2024,B
UAN-58-4953-7882-7764,22-01-2024,B
UAN-82-7421-2430-3385,22-01-2024,C
UAN-30-7267-5650-7034,22-01-2024,A
UAN-45-8226-3217-7206,22-01-2024,B
UAN-19-6542-5439-2604,22-01-2024,C
UAN-93-3292-5967-3586,22-01-2024,D
UAN-97-2892-7057-9673,22-01-2024,D
UAN-69-9567-9290-6285,22-01-2024,C
UAN-57-6092-5153-1696,22-01-2024,B
UAN-75-1422-6542-6146,22-01-2024,B
UAN-23-5900-8868-7961,22-01-2024,A
UAN-67-2895-2004-3220,22-01-2024,A
UAN-94-8768-2792-9432,22-01-2024,C
UAN-68-2754-5801-8725,22-01-2024,B
UAN-86-5950-7600-8162,22-01-2024,B
UAN-66-4472-3746-2545,22-01-2024,D
UAN-77-2640-1363-8065,29-01-2024,C
UAN-90-6217-9921-2907,29-01-2024,C
UAN-83-7349-3472-7936,29-01-2024,D
UAN-85-4112-3965-6397,29-01-2024,D
UAN-55-2396-3088-2429,29-01-2024,C
UAN-36-4963-7821-7884,29-01-2024,D
UAN-21-4232-5218-7253,29-01-2024,D
UAN-89-2746-6763-3672,29-01-2024,D
UAN-86-1230-1892-1086,29-01-2024,D
UAN-27-4387-6738-2811,29-01-2024,C
UAN-21-9265-4321-1594,29-01-2024,D
UAN-48-3496-4426-1355,29-01-2024,D
UAN-48-9969-4113-2677,29-01-2024,A
UAN-83-8660-5353-2598,29-01-2024,C
UAN-71-3391-4834-2854,29-01-2024,A
UAN-16-6918-6429-4550,29-01-2024,D
UAN-26-5779-5313-9445,29-01-2024,D
UAN-26-6010-8812-6995,29-01-2024,D
UAN-82-1628-1185-5009,29-01-2024,C
UAN-59-1621-9807-5954,29-01-2024,D
UAN-90-7558-2428-2814,29-01-2024,A
UAN-22-1688-6901-4145,29-01-2024,D
UAN-71-4414-1094-1798,29-01-2024,A
UAN-39-2987-8989-5637,29-01-2024,D
UAN-29-9046-6192-5651,29-01-2024,C
UAN-71-5860-2403-4817,29-01-2024,A
UAN-35-7800-1547-6954,29-01-2024,A
UAN-62-2738-7941-6804,29-01-2024,C
UAN-17-3256-5540-4851,29-01-2024,D
UAN-10-7140-7812-4750,29-01-2024,D
UAN-33-5573-3048-3614,29-01-2024,D
UAN-99-2206-8886-3158,29-01-2024,B
UAN-72-4979-6633-5580,29-01-2024,A
UAN-69-6224-4837-3146,29-01-2024,D
UAN-12-9548-4920-3613,29-01-2024,B
UAN-47-5511-3905-9262,29-01-2024,D
UAN-17-4394-6808-6099,29-01-2024,D
UAN-71-4831-4995-7037,29-01-2024,D
UAN-26-1269-6334-3728,29-01-2024,A
UAN-76-3337-7610-1012,29-01-2024,D
UAN-49-4940-1805-6603,29-01-2024,D
UAN-68-8560-9896-2115,29-01-2024,D
UAN-47-5451-5314-8283,29-01-2024,C
UAN-77-1380-5070-5438,29-01-2024,D
UAN-45-4609-9133-4819,29-01-2024,A
UAN-13-3459-1579-8738,29-01-2024,D
UAN-14-7329-6865-6886,29-01-2024,A
UAN-54-6936-2496-9328,29-01-2024,A
UAN-68-6595-2186-8035,29-01-2024,C
UAN-78-1364-5726-7613,29-01-2024,D
UAN-26-4231-2372-4282,29-01-2024,A
UAN-93-1639-9454-1738,29-01-2024,D
UAN-29-1365-1216-3667,29-01-2024,D
UAN-63-9585-7551-1282,29-01-2024,B
UAN-73-2440-9742-5006,29-01-2024,C
UAN-59-8119-5398-8401,29-01-2024,C
UAN-28-9536-5487-9929,29-01-2024,D
UAN-20-9275-1761-4737,29-01-2024,D
UAN-99-3473-5694-9734,29-01-2024,D
UAN-80-8538-5651-3019,29-01-2024,D
UAN-42-5851-9238-5792,29-01-2024,D
UAN-17-1995-4204-5323,29-01-2024,D
UAN-91-9066-5812-5044,29-01-2024,D
UAN-51-8466-1900-4700,29-01-2024,B
UAN-25-2676-1661-7233,29-01-2024,D
UAN-26-9729-5078-9709,29-01-2024,D
UAN-67-9735-7101-8282,29-01-2024,D
UAN-56-3378-9204-6948,29-01-2024,D
UAN-13-5550-7560-6627,29-01-2024,D
UAN-68-4864-3874-7119,29-01-2024,C
UAN-92-8031-8567-1256,29-01-2024,A
UAN-19-7934-9201-3568,29-01-2024,D
UAN-95-9840-7391-1437,29-01-2024,C
UAN-71-7001-5659-2958,29-01-2024,D
UAN-24-9007-1153-6548,29-01-2024,C
UAN-36-9232-9765-9480,29-01-2024,C
UAN-66-7075-6470-5726,29-01-2024,C
UAN-87-4647-4190-4886,29-01-2024,D
UAN-71-8832-1295-6372,29-01-2024,A
UAN-32-9459-3589-3492,29-01-2024,A
UAN-66-5123-7434-5080,29-01-2024,B
UAN-21-9998-1196-2904,29-01-2024,D
UAN-33-2768-8501-8984,29-01-2024,C
UAN-90-2599-6664-4192,29-01-2024,D
UAN-76-1502-7401-9940,29-01-2024,D
UAN-72-7668-7974-4742,29-01-2024,D
UAN-58-2648-8281-8986,29-01-2024,B
UAN-93-9157-3668-4315,29-01-2024,A
UAN-26-8573-6512-1728,29-01-2024,D
UAN-53-6804-8724-6821,29-01-2024,A
UAN-84-1455-5435-7016,29-01-2024,C
UAN-76-9023-1820-1936,29-01-2024,B
UAN-83-9112-3293-1037,29-01-2024,C
UAN-53-3500-9794-9532,29-01-2024,D
UAN-94-7911-2412-1499,29-01-2024,D
UAN-66-5458-2600-8079,29-01-2024,A
UAN-26-2609-2674-1106,29-01-2024,C
UAN-77-8312-9891-3626,29-01-2024,D
UAN-82-4346-3791-1321,29-01-2024,D
UAN-40-5196-4344-8856,29-01-2024,A
UAN-45-6495-6067-6597,29-01-2024,D
UAN-90-5470-2093-5454,29-01-2024,C
UAN-20-5023-2669-6392,29-01-2024,A
UAN-54-5636-9843-4026,29-01-2024,D
UAN-22-2669-7347-6948,29-01-2024,D
UAN-23-2256-9496-1522,29-01-2024,D
UAN-95-1123-4845-3631,29-01-2024,D
UAN-29-9742-4652-9363,29-01-2024,D
UAN-27-6542-9149-1032,29-01-2024,B
UAN-39-3324-7953-1844,29-01-2024,D
UAN-43-6048-4906-2910,29-01-2024,B
UAN-89-9894-9893-6612,29-01-2024,B
UAN-25-3807-7792-5341,29-01-2024,B
UAN-27-7699-7037-7589,29-01-2024,B
UAN-37-4001-7245-3685,29-01-2024,A
UAN-99-5680-3005-5418,29-01-2024,D
UAN-17-1837-1339-6538,29-01-2024,D
UAN-71-5558-9721-7990,29-01-2024,B
UAN-40-3760-1701-2126,29-01-2024,D
UAN-37-1512-9860-3209,29-01-2024,C
UAN-53-2927-5069-5480,29-01-2024,B
UAN-32-3667-7876-6594,29-01-2024,A
UAN-82-7125-2311-2980,29-01-2024,C
UAN-44-4277-5990-6396,29-01-2024,C
UAN-61-6196-3764-4181,29-01-2024,D
UAN-60-6808-5031-5191,29-01-2024,A
UAN-40-2906-1935-9229,29-01-2024,D
UAN-35-5134-6438-5831,29-01-2024,C
UAN-39-2166-1879-8599,29-01-2024,D
UAN-34-5400-6850-2940,29-01-2024,B
UAN-64-5612-8502-8582,29-01-2024,D
UAN-83-1099-3113-2449,29-01-2024,C
UAN-20-5987-3835-6925,29-01-2024,C
UAN-82-7430-9674-5855,29-01-2024,B
UAN-26-4644-7327-8179,29-01-2024,B
UAN-30-1862-9944-7412,29-01-2024,D
UAN-77-1981-3769-1663,29-01-2024,D
UAN-78-6738-4064-3147,29-01-2024,D
UAN-13-2583-6357-3282,29-01-2024,A
UAN-36-7249-3187-7723,29-01-2024,A
UAN-83-3877-9342-5256,29-01-2024,A
UAN-95-8071-8576-8329,29-01-2024,B
UAN-21-2719-1252-7336,29-01-2024,C
UAN-21-8418-4502-8986,29-01-2024,C
UAN-69-6748-8511-4875,29-01-2024,B
UAN-80-5797-8603-4104,29-01-2024,C
UAN-20-1913-1753-6591,29-01-2024,A
UAN-33-6979-9831-3279,29-01-2024,A
UAN-91-8500-8289-9537,29-01-2024,C
UAN-77-2684-6961-3879,29-01-2024,A
UAN-76-1321-5336-5256,29-01-2024,A
UAN-24-7726-2862-8823,29-01-2024,B
UAN-77-5864-6629-8835,29-01-2024,B
UAN-25-5998-6165-6950,29-01-2024,B
UAN-81-9788-6499-1889,29-01-2024,C
UAN-11-2700-7445-8892,29-01-2024,B
UAN-75-5958-1314-4063,29-01-2024,B
UAN-63-9329-4417-7309,29-01-2024,C
UAN-85-9126-8412-3795,29-01-2024,C
UAN-72-6040-5876-8389,29-01-2024,B
UAN-26-4643-9689-6282,29-01-2024,D
UAN-54-1987-5547-7635,29-01-2024,A
UAN-96-6333-7245-1404,29-01-2024,C
UAN-60-8117-7929-8772,29-01-2024,A
UAN-20-7602-3934-5871,29-01-2024,B
UAN-31-7125-8727-2057,29-01-2024,A
UAN-74-5999-8346-6133,29-01-2024,A
UAN-50-6290-1666-2434,29-01-2024,D
UAN-53-5492-8199-8516,29-01-2024,C
UAN-85-2973-6073-4036,29-01-2024,D
UAN-89-4899-1022-7211,29-01-2024,B
UAN-76-8511-7298-3740,29-01-2024,B
UAN-28-6604-7654-9546,29-01-2024,A
UAN-94-8461-5366-9651,29-01-2024,C
UAN-83-3775-9974-6275,29-01-2024,C
UAN-10-4276-2010-6228,29-01-2024,D
UAN-64-2116-3067-1674,29-01-2024,B
UAN-43-8631-3121-8268,29-01-2024,C
UAN-59-6753-1346-5760,29-01-2024,B
UAN-31-5109-9416-5088,29-01-2024,B
UAN-67-2886-9417-5363,29-01-2024,B
UAN-16-5560-9189-6749,29-01-2024,D
UAN-22-5947-6172-5000,29-01-2024,B
UAN-93-6777-3439-5887,29-01-2024,D
UAN-86-7793-4934-6349,29-01-2024,D
UAN-26-2438-2387-9170,29-01-2024,A
UAN-59-7487-4851-1905,29-01-2024,C
UAN-88-9828-2159-3406,29-01-2024,B
UAN-72-4061-2308-3601,29-01-2024,D
UAN-42-4619-6601-6408,29-01-2024,B
UAN-32-8919-3727-2053,29-01-2024,B
UAN-44-9481-2654-9452,29-01-2024,C
UAN-31-1572-1323-3492,29-01-2024,A
UAN-18-1660-7607-3971,29-01-2024,B
UAN-67-5227-8577-1307,29-01-2024,B
UAN-37-6771-6236-7161,29-01-2024,C
UAN-86-4465-4777-3713,29-01-2024,A
UAN-88-5974-2046-1311,29-01-2024,A
UAN-44-9980-6047-2819,29-01-2024,B
UAN-95-4208-2014-8395,29-01-2024,A
UAN-34-6323-9581-2367,29-01-2024,D
UAN-49-1499-5584-7603,29-01-2024,A
UAN-30-8357-6432-9198,29-01-2024,C
UAN-53-9040-5914-4655,29-01-2024,B
UAN-90-5109-8274-1285,29-01-2024,D
UAN-87-9261-9046-1608,29-01-2024,D
UAN-78-4854-1032-1196,29-01-2024,A
UAN-31-6835-4327-9739,29-01-2024,B
UAN-76-3364-2196-6398,29-01-2024,A
UAN-75-7671-6836-1676,29-01-2024,C
UAN-99-8126-4230-6414,29-01-2024,B
UAN-99-4180-9572-8985,29-01-2024,A
UAN-43-5079-3646-3077,29-01-2024,C
UAN-61-2400-3376-3339,29-01-2024,A
UAN-75-9920-4026-7185,29-01-2024,B
UAN-86-3686-5049-4800,29-01-2024,A
UAN-60-3934-5542-7702,29-01-2024,B
UAN-44-6135-4805-5605,29-01-2024,B
UAN-91-4448-5403-1398,29-01-2024,C
UAN-73-4708-8668-8628,29-01-2024,B
UAN-38-2335-9611-1121,29-01-2024,B
UAN-57-8070-7613-1909,29-01-2024,A
UAN-44-1595-1805-3262,29-01-2024,B
UAN-14-1015-6502-4755,29-01-2024,B
UAN-36-6417-3646-4360,29-01-2024,A
UAN-85-4302-3011-7837,29-01-2024,A
UAN-62-2024-2715-9869,29-01-2024,A
UAN-30-2042-5833-8155,29-01-2024,D
UAN-76-4113-3235-5227,29-01-2024,C
UAN-49-5386-8233-5206,29-01-2024,A
UAN-88-6469-9036-6851,29-01-2024,A
UAN-55-4332-3345-5245,29-01-2024,D
UAN-59-9828-6083-7369,29-01-2024,B
UAN-19-2315-5565-2950,29-01-2024,C
UAN-19-6432-7615-2711,29-01-2024,A
UAN-22-5261-6367-8576,29-01-2024,A
UAN-19-9114-9868-9592,29-01-2024,A
UAN-29-7614-1219-4858,29-01-2024,C
UAN-10-6718-8442-3547,29-01-2024,C
UAN-84-9271-8904-1121,29-01-2024,C
UAN-91-9774-7544-4734,29-01-2024,B
UAN-62-3757-5533-8291,29-01-2024,A
UAN-40-3700-8975-8328,29-01-2024,B
UAN-75-6658-1837-7096,29-01-2024,D
UAN-69-6600-9402-1991,29-01-2024,A
UAN-75-5175-3095-2616,29-01-2024,D
UAN-47-4226-2988-5451,29-01-2024,C
UAN-82-8962-1833-2315,29-01-2024,C
UAN-39-6581-1385-9779,29-01-2024,A
UAN-86-1316-3182-3102,29-01-2024,B
UAN-63-5279-6760-1948,29-01-2024,A
UAN-15-6684-1843-4043,29-01-2024,A
UAN-91-6818-7429-8016,29-01-2024,C
UAN-92-8079-7829-1460,29-01-2024,A
UAN-93-7256-8339-9462,29-01-2024,A
UAN-15-6041-2781-6418,29-01-2024,B
UAN-16-4482-2603-7750,29-01-2024,B
UAN-16-6414-6037-8077,29-01-2024,C
UAN-73-2483-4676-5279,29-01-2024,A
UAN-16-7804-3515-9206,29-01-2024,A
UAN-88-9797-8716-1961,29-01-2024,A
UAN-14-4462-9028-3672,29-01-2024,A
UAN-28-1735-4310-3302,29-01-2024,B
UAN-39-2551-6100-2942,29-01-2024,B
UAN-55-1348-9324-9910,29-01-2024,B
UAN-97-6465-3300-6600,29-01-2024,B
UAN-55-9457-8502-3009,29-01-2024,B
UAN-87-2033-2074-2058,29-01-2024,C
UAN-18-3746-6095-1214,29-01-2024,A
UAN-13-9455-6586-6436,29-01-2024,B
